Sentence,class,file
Nat Genet 2006; 38:1440-5; PMID:17099714; http://dx.doi.org/ 10.1038/ng1915 65.,OADS,/arxiv_data1/oa_pdf/15/2e/spmg-2-11.PMC3341242.pdf
"Parpura and A. Verkhratsky 204 E2012 The Author(s) This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial Licence (http://creativecommons.or g/licenses/by-nc/2.5/) which permits unrestricted non-commercial use, distribution and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/ac/85/an004e087.PMC3342593.pdf
"ASN NEURO 4(2):art:e00080.doi:10.1042/AN20110061 Received 23 March 2012/28 March 2012; accepted 29 March 2012 Published as Immediate Publication 29 March 2012, doi 10.1042/AN20120019Neuroglia overview E2012 The Author(s) This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial Licence (http://creativecommons.or g/licenses/by-nc/2.5/) which permits unrestricted non-commercial use, distribution and reproduction in any medium, provided the original work is properly cited.205",Non-OADS,/arxiv_data1/oa_pdf/ac/85/an004e087.PMC3342593.pdf
"Esen and others 208 E2012 The Author(s) This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial Licence (http://creativecommons.or g/licenses/by-nc/2.5/) which permits unrestricted non-commercial use, distribution and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/fc/da/an004e088.PMC3342594.pdf
"The next day, microglia were stimulated for 24 heither with NSV or a known TLR ligand in a total volumeof 200 ml as follows: 1 610 6pfu NSV (infectious virusAlphavirus-induced microglial activation E2012 The Author(s) This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial Licence (http://creativecommons.or g/licenses/by-nc/2.5/) which permits unrestricted non-commercial use, distribution and reproduction in any medium, provided the original work is properly cited.209",Non-OADS,/arxiv_data1/oa_pdf/fc/da/an004e088.PMC3342594.pdf
"Esen and others 210 E2012 The Author(s) This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial Licence (http://creativecommons.or g/licenses/by-nc/2.5/) which permits unrestricted non-commercial use, distribution and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/fc/da/an004e088.PMC3342594.pdf
"Type-I IFN levels and viral titres in these experiments were measured in triplicate CNS samples collected at each time point from a single cohort of mice.Alphavirus-induced microglial activation E2012 The Author(s) This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial Licence (http://creativecommons.or g/licenses/by-nc/2.5/) which permits unrestricted non-commercial use, distribution and reproduction in any medium, provided the original work is properly cited.211",Non-OADS,/arxiv_data1/oa_pdf/fc/da/an004e088.PMC3342594.pdf
"Esen and others 212 E2012 The Author(s) This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial Licence (http://creativecommons.or g/licenses/by-nc/2.5/) which permits unrestricted non-commercial use, distribution and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/fc/da/an004e088.PMC3342594.pdf
"Data are representative of two separate experiments performed under identical conditions.Alphavirus-induced microglial activation E2012 The Author(s) This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial Licence (http://creativecommons.or g/licenses/by-nc/2.5/) which permits unrestricted non-commercial use, distribution and reproduction in any medium, provided the original work is properly cited.213",Non-OADS,/arxiv_data1/oa_pdf/fc/da/an004e088.PMC3342594.pdf
"Esen and others 214 E2012 The Author(s) This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial Licence (http://creativecommons.or g/licenses/by-nc/2.5/) which permits unrestricted non-commercial use, distribution and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/fc/da/an004e088.PMC3342594.pdf
"The production of these mediators without or with Baf A1 treatment was measured using primary cells prepared on two separate occasions.Alphavirus-induced microglial activation E2012 The Author(s) This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial Licence (http://creativecommons.or g/licenses/by-nc/2.5/) which permits unrestricted non-commercial use, distribution and reproduction in any medium, provided the original work is properly cited.215",Non-OADS,/arxiv_data1/oa_pdf/fc/da/an004e088.PMC3342594.pdf
"Esen and others 216 E2012 The Author(s) This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial Licence (http://creativecommons.or g/licenses/by-nc/2.5/) which permits unrestricted non-commercial use, distribution and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/fc/da/an004e088.PMC3342594.pdf
"Table 1 NSV triggers the production of inflammatory mediators in primary microglia via multiple non-overlapping signalling pathways Mediator UNC93b1-dependent MyD88-dependent IRF7-dependentIL-12p40 ++ 2 CCL2 2 +/22 CXCL13 +++ * IFNa 22 + * Inhibitory.Alphavirus-induced microglial activation E2012 The Author(s) This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial Licence (http://creativecommons.or g/licenses/by-nc/2.5/) which permits unrestricted non-commercial use, distribution and reproduction in any medium, provided the original work is properly cited.217",Non-OADS,/arxiv_data1/oa_pdf/fc/da/an004e088.PMC3342594.pdf
"Esen and others 218 E2012 The Author(s) This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial Licence (http://creativecommons.or g/licenses/by-nc/2.5/) which permits unrestricted non-commercial use, distribution and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/fc/da/an004e088.PMC3342594.pdf
"J Neurosci 24:7566–7575.Alphavirus-induced microglial activation E2012 The Author(s) This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial Licence (http://creativecommons.or g/licenses/by-nc/2.5/) which permits unrestricted non-commercial use, distribution and reproduction in any medium, provided the original work is properly cited.219",Non-OADS,/arxiv_data1/oa_pdf/fc/da/an004e088.PMC3342594.pdf
"Esen and others 220 E2012 The Author(s) This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial Licence (http://creativecommons.or g/licenses/by-nc/2.5/) which permits unrestricted non-commercial use, distribution and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/fc/da/an004e088.PMC3342594.pdf
"Received 2 March 2012/30 March 2012; accepted 3 April 2012 Published as Immediate Publication 3 April 2012, doi 10.1042/AN20120016Alphavirus-induced microglial activation E2012 The Author(s) This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial Licence (http://creativecommons.or g/licenses/by-nc/2.5/) which permits unrestricted non-commercial use, distribution and reproduction in any medium, provided the original work is properly cited.221",Non-OADS,/arxiv_data1/oa_pdf/fc/da/an004e088.PMC3342594.pdf
"MATERIALS AND METHODS Image Dataset In this paper, we used the  PIDER Breast MRI dataset  (https://imaging.nci.nih.gov/ncia).",OADS,/arxiv_data1/oa_pdf/16/5d/JMSS-1-138.PMC3342621.pdf
"In  this section, as mentioned before, the performance of this  method is investigated by using PIDER Breast MRI dataset  (https://imaging.nci.nih.gov/ncia).",Non-OADS,/arxiv_data1/oa_pdf/16/5d/JMSS-1-138.PMC3342621.pdf
"Version 2.10: Aug 12, 2004 3:58 pm GMT-5, available  from: http://cnx.org/content/m10055/2.10/.",Non-OADS,/arxiv_data1/oa_pdf/54/9f/JMSS-1-130.PMC3342623.pdf
Available from: http://www.sleepapnea.org/assets/files/pdf/ESS%20 PDF%201990-97.pdf [Last accessed on 2011 Sept 26].,Non-OADS,/arxiv_data1/oa_pdf/54/9f/JMSS-1-130.PMC3342623.pdf
Available from: http://www.nihroadmap.nih.gov/ interdisciplinary/index.asp.,OADS,/arxiv_data1/oa_pdf/c2/aa/JMSS-1-89.PMC3342625.pdf
Author reply: (JMSS_1_11R4) It’s OK. Thanks.Javanmard and Rabbani: Interdisciplinary researches in Iran Author Help: Online submission of the manuscripts Articles can be submitted online from http://www.journalonweb.com.,Non-OADS,/arxiv_data1/oa_pdf/c2/aa/JMSS-1-89.PMC3342625.pdf
Apparatus and procedure The stimuli were presented on a color VGA monitor driven by a Pentium-class microcomputer running DirectRT software (http://www.empirisoft.com/DirectRT.aspx).,OADS,/arxiv_data1/oa_pdf/3f/8b/fnhum-06-00113.PMC3342677.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution- Noncommercial 3.0 Unported License (http://creativecommons.org/licenses/by-nc/3.0/), permitting all non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.1 Citation: Emerg Health Threats J 2012, 5: 9134 - http://dx.doi.org/10.3402/ehtj.v5i0.9134",Non-OADS,/arxiv_data1/oa_pdf/96/af/EHTJ-5-9134.PMC3342678.pdf
"2 (page number not for citation purpose)Citation: Emerg Health Threats J 2012, 5: 9134 - http://dx.doi.org/10.3402/ehtj.v5i0.9134",Non-OADS,/arxiv_data1/oa_pdf/96/af/EHTJ-5-9134.PMC3342678.pdf
"hEkata (Gabon) and Mbomo (RoC).Dead or alive: animal sampling Ebola outbreaks Citation: Emerg Health Threats J 2012, 5: 9134 - http://dx.doi.org/10.3402/ehtj.v5i0.9134 3 (page number not for citation purpose)",Non-OADS,/arxiv_data1/oa_pdf/96/af/EHTJ-5-9134.PMC3342678.pdf
"4 (page number not for citation purpose)Citation: Emerg Health Threats J 2012, 5: 9134 - http://dx.doi.org/10.3402/ehtj.v5i0.9134",Non-OADS,/arxiv_data1/oa_pdf/96/af/EHTJ-5-9134.PMC3342678.pdf
"bStudy counted both Mops condylurus and Hiposideros gigas .Dead or alive: animal sampling Ebola outbreaks Citation: Emerg Health Threats J 2012, 5: 9134 - http://dx.doi.org/10.3402/ehtj.v5i0.9134 5 (page number not for citation purpose)",OADS,/arxiv_data1/oa_pdf/96/af/EHTJ-5-9134.PMC3342678.pdf
"6 (page number not for citation purpose)Citation: Emerg Health Threats J 2012, 5: 9134 - http://dx.doi.org/10.3402/ehtj.v5i0.9134",Non-OADS,/arxiv_data1/oa_pdf/96/af/EHTJ-5-9134.PMC3342678.pdf
"Similarly only carcasses of a few species have been tested.Dead or alive: animal sampling Ebola outbreaks Citation: Emerg Health Threats J 2012, 5: 9134 - http://dx.doi.org/10.3402/ehtj.v5i0.9134 7 (page number not for citation purpose)",Non-OADS,/arxiv_data1/oa_pdf/96/af/EHTJ-5-9134.PMC3342678.pdf
Available from: http://www.ncbi.nlm.nih.gov/pubmed/9988180.,Non-OADS,/arxiv_data1/oa_pdf/96/af/EHTJ-5-9134.PMC3342678.pdf
Available from: http://www.bucknell.edu/msw3.,Non-OADS,/arxiv_data1/oa_pdf/96/af/EHTJ-5-9134.PMC3342678.pdf
Available from: http://www.ncbi.,Non-OADS,/arxiv_data1/oa_pdf/96/af/EHTJ-5-9134.PMC3342678.pdf
Available from: http://www.ncbi.nlm.nih.gov/ pubmed/16319873.,Non-OADS,/arxiv_data1/oa_pdf/96/af/EHTJ-5-9134.PMC3342678.pdf
Available from: http://www.ncbi.nlm.,Non-OADS,/arxiv_data1/oa_pdf/96/af/EHTJ-5-9134.PMC3342678.pdf
Available from: http://www.ncbi.nlm.nih.,Non-OADS,/arxiv_data1/oa_pdf/96/af/EHTJ-5-9134.PMC3342678.pdf
"8 (page number not for citation purpose)Citation: Emerg Health Threats J 2012, 5: 9134 - http://dx.doi.org/10.3402/ehtj.v5i0.9134",Non-OADS,/arxiv_data1/oa_pdf/96/af/EHTJ-5-9134.PMC3342678.pdf
Available from: http://www.ncbi.nlm.,Non-OADS,/arxiv_data1/oa_pdf/96/af/EHTJ-5-9134.PMC3342678.pdf
Available from: http://www.ncbi.nlm.nih.gov/pubmed/9988178.,Non-OADS,/arxiv_data1/oa_pdf/96/af/EHTJ-5-9134.PMC3342678.pdf
Available from: http://www.ncbi.nlm.nih.,Non-OADS,/arxiv_data1/oa_pdf/96/af/EHTJ-5-9134.PMC3342678.pdf
Available from: http://www.ncbi.nlm.nih.gov/pubmed/9988154.,Non-OADS,/arxiv_data1/oa_pdf/96/af/EHTJ-5-9134.PMC3342678.pdf
Available from: http://www.ncbi.nlm.nih.,Non-OADS,/arxiv_data1/oa_pdf/96/af/EHTJ-5-9134.PMC3342678.pdf
Available from: http://www.ncbi.nlm.nih.gov/pubmed/18176937.,Non-OADS,/arxiv_data1/oa_pdf/96/af/EHTJ-5-9134.PMC3342678.pdf
Available from: http://www.ncbi.nlm.nih.gov/pubmed/19649327.,Non-OADS,/arxiv_data1/oa_pdf/96/af/EHTJ-5-9134.PMC3342678.pdf
Available from: http://www.ncbi.nlm.nih.gov/pubmed/15757552.,Non-OADS,/arxiv_data1/oa_pdf/96/af/EHTJ-5-9134.PMC3342678.pdf
Available from: http://www.ncbi.nlm.nih.gov/ pubmed/21571728.,Non-OADS,/arxiv_data1/oa_pdf/96/af/EHTJ-5-9134.PMC3342678.pdf
Available from: http://digitalcommons.unl.edu/usgsnpwrc/225.,Non-OADS,/arxiv_data1/oa_pdf/96/af/EHTJ-5-9134.PMC3342678.pdf
"*Damien O. Joly Wildlife Health Program Wildlife Conservation Society 900 Fifth Street, Building 373Nanaimo, BC V9R 5S5Canada Tel:/C271 917 512 2890 Fax:/C271 250 483 6475 Email: djoly@wcs.orgDead or alive: animal sampling Ebola outbreaks Citation: Emerg Health Threats J 2012, 5: 9134 - http://dx.doi.org/10.3402/ehtj.v5i0.9134 9 (page number not for citation purpose)",Non-OADS,/arxiv_data1/oa_pdf/96/af/EHTJ-5-9134.PMC3342678.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution-Noncommercial 3.0 Unported License (http://creativecommons.org/licenses/by-nc/3.0/), permitting all non-commercial use, dist ribution, and reproduction in any medium, provided the original work is properly cited.1 Citation: Emerg Health Threats J 2012, 5: 7269 - http://dx.doi.org/10.3402/ehtj.v5i0.7269",Non-OADS,/arxiv_data1/oa_pdf/f2/29/EHTJ-5-7269.PMC3342680.pdf
"2 (page number not for citation purpose)Citation: Emerg Health Threats J 2012, 5: 7269 - http://dx.doi.org/10.3402/ehtj.v5i0.7269",Non-OADS,/arxiv_data1/oa_pdf/f2/29/EHTJ-5-7269.PMC3342680.pdf
"There are a number of filters that were used asArsenic mitigation and Bangladesh Citation: Emerg Health Threats J 2012, 5: 7269 - http://dx.doi.org/10.3402/ehtj.v5i0.7269 3 (page number not for citation purpose)",Non-OADS,/arxiv_data1/oa_pdf/f2/29/EHTJ-5-7269.PMC3342680.pdf
"4 (page number not for citation purpose)Citation: Emerg Health Threats J 2012, 5: 7269 - http://dx.doi.org/10.3402/ehtj.v5i0.7269",Non-OADS,/arxiv_data1/oa_pdf/f2/29/EHTJ-5-7269.PMC3342680.pdf
"Arsenic mitigation efforts should be con- sidered as an ongoing priority issue in Bangladesh.Arsenic mitigation and Bangladesh Citation: Emerg Health Threats J 2012, 5: 7269 - http://dx.doi.org/10.3402/ehtj.v5i0.7269 5 (page number not for citation purpose)",Non-OADS,/arxiv_data1/oa_pdf/f2/29/EHTJ-5-7269.PMC3342680.pdf
"6 (page number not for citation purpose)Citation: Emerg Health Threats J 2012, 5: 7269 - http://dx.doi.org/10.3402/ehtj.v5i0.7269",Non-OADS,/arxiv_data1/oa_pdf/f2/29/EHTJ-5-7269.PMC3342680.pdf
"*Mahfuzar Rahman Department of EpidemiologyMailman School of Public HealthColumbia University, NY 10032 USA Email: mr2640@columbia.eduArsenic mitigation and Bangladesh Citation: Emerg Health Threats J 2012, 5: 7269 - http://dx.doi.org/10.3402/ehtj.v5i0.7269 7 (page number not for citation purpose)",Non-OADS,/arxiv_data1/oa_pdf/f2/29/EHTJ-5-7269.PMC3342680.pdf
Available  form: http://www.moffitt.org/moffittapps/ccj/v2n6/article3.html [ l ast accessed on 2011 Feb 10].,Non-OADS,/arxiv_data1/oa_pdf/61/0e/IJMPO-32-125.PMC3342717.pdf
The application can be downloaded from https://market.android.com/details?id=comm.app.medknow.,Non-OADS,/arxiv_data1/oa_pdf/61/0e/IJMPO-32-125.PMC3342717.pdf
5. common terminology criteria for Adverse events (ctcAe)  v4.0 available from: https://cabig.nci.nih.gov/workspaces/VcDe/workspaces/VcDe/ctcAe [last accessed on 2010  Dec 05].,Non-OADS,/arxiv_data1/oa_pdf/2c/97/IJMPO-32-139.PMC3342719.pdf
The application can be downloaded from http://itunes.apple.com/us/app/medknow-journals/id458064375?ls=1&mt=8.,Non-OADS,/arxiv_data1/oa_pdf/34/5a/IJMPO-32-143.PMC3342720.pdf
Author Help: Online submission of the manuscripts Articles can be submitted online from http://www.journalonweb.com.,Non-OADS,/arxiv_data1/oa_pdf/71/8d/IJMPO-32-165.PMC3342726.pdf
Start a QR-code reading software (see list of free applications from http://tinyurl.com/yzlh2tc) and point the camera to the QR-code printed in the journal.,Non-OADS,/arxiv_data1/oa_pdf/d8/4c/IJMPO-32-183.PMC3342732.pdf
See http://tinyurl.com/2bw7fn3 or http://tinyurl.com/3ysr3me for the free applications.,Non-OADS,/arxiv_data1/oa_pdf/d8/4c/IJMPO-32-183.PMC3342732.pdf
Start a QR-code reading software (see list of free applications from http://tinyurl.com/yzlh2tc) and point the camera to the QR-code printed in the journal.,Non-OADS,/arxiv_data1/oa_pdf/b0/20/IJMPO-32-184.PMC3342733.pdf
See http://tinyurl.com/2bw7fn3 or http://tinyurl.com/3ysr3me for the free applications.,Non-OADS,/arxiv_data1/oa_pdf/b0/20/IJMPO-32-184.PMC3342733.pdf
Start a QR-code reading software (see list of free applications from http://tinyurl.com/ yzlh2tc) and point the camera to the QR-code printed in the journal.,Non-OADS,/arxiv_data1/oa_pdf/b1/9b/PC-2-15.PMC3342743.pdf
See http://tinyurl.com/2bw7fn3 or http://tinyurl.com/3ysr3me for the free  applications.,Non-OADS,/arxiv_data1/oa_pdf/b1/9b/PC-2-15.PMC3342743.pdf
The  application can be downloaded from https://market.android.com/details?id=comm.app.medknow.,Non-OADS,/arxiv_data1/oa_pdf/58/16/PC-2-21.PMC3342744.pdf
The application can be downloaded from http://itunes.apple.com/us/app/medknow-journals/ id458064375?ls=1&mt=8.,Non-OADS,/arxiv_data1/oa_pdf/db/7d/PC-2-28.PMC3342745.pdf
"Predicted GM and other parameters by county in the U.S. http://eande.lbl.gov/IEP/high- radon/files.html Date last accessed: May 20, 2010.",OADS,/arxiv_data1/oa_pdf/00/5a/erj-39-05-1113.PMC3342765.pdf
"This is an Open  Access article distributed under the terms of the Creative Commons Attribution-Noncommercial License (http://creativecommons.org/licenses/by-nc/3.0/), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/1c/78/111536.PMC3342783.pdf
Information for commercial entities is available online ( http://www.chestpubs.org/site/misc/reprints.xhtml).,Non-OADS,/arxiv_data1/oa_pdf/1c/78/111536.PMC3342783.pdf
http://www.goldcopd.org.,Non-OADS,/arxiv_data1/oa_pdf/1c/78/111536.PMC3342783.pdf
Additional information:  The e-Figures and e-Table can be found  in the Online Supplement at http://chestjournal.chestpubs.org/content/141/5/1233/suppl/DC1.,Non-OADS,/arxiv_data1/oa_pdf/1c/78/111536.PMC3342783.pdf
"LSE Research Online, http://eprints.lse.ac.uk/ 523/1/Audit-SocialWork_05.pdf.",Non-OADS,/arxiv_data1/oa_pdf/75/3c/biosoc201026a.PMC3342788.pdf
"1, http://www.york.ac.uk/res/sci/projects/res340250001salter.htm.",Non-OADS,/arxiv_data1/oa_pdf/75/3c/biosoc201026a.PMC3342788.pdf
"To view a copy of this license, visit http://creativecommons.org/licenses/by-nc-nd/3.0/Creating the ‘ethics industry’ 141 r2011 The London School of Economics and Political Science 1745-8552 BioSocieties Vol.",Non-OADS,/arxiv_data1/oa_pdf/75/3c/biosoc201026a.PMC3342788.pdf
"Development of feedstocks for cellulosic biofuels Heather Youngs* and Chris Somerville Address: Energy Biosciences Institute, University of California Berkeley, Berkeley CA 94720, USA * Corresponding author: Heather Youngs (hlyoungs@berkeley.edu) F1000 Biology Reports 2012, 4:10 (doi:10.3410/B4-10) This is an open-access article distributed under the terms of the Creative Commons Attribution-Non Commercial License (http://creativecommons.org/licenses/by-nc/3.0/legalcode), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/53/bd/biolrep-04-10.PMC3342825.pdf
The electronic version of this article is the complete one and can be found at: http://f1000.com/reports/b/4/10 Abstract The inclusion of cellulosic ethanol in the Energy Independence and Security Act (EISA) of 2007 and the revised Renewable Fuel Standard (RFS2) has spurred development of the first commercial scale cellulosic ethanol biorefineries.,Non-OADS,/arxiv_data1/oa_pdf/53/bd/biolrep-04-10.PMC3342825.pdf
"Page 2 of 11 (page number not for citation purposes)F1000 Biology Reports 2012, 4:10 http://f1000.com/reports/b/4/10",Non-OADS,/arxiv_data1/oa_pdf/53/bd/biolrep-04-10.PMC3342825.pdf
"and others, Page 3 of 11 (page number not for citation purposes)F1000 Biology Reports 2012, 4:10 http://f1000.com/reports/b/4/10",Non-OADS,/arxiv_data1/oa_pdf/53/bd/biolrep-04-10.PMC3342825.pdf
"Improving biomass yield In order to minimize the amount of land diverted fromother purposes to energy production it is essential tomaximize the “yield ”–the amount of biomass produced Page 4 of 11 (page number not for citation purposes)F1000 Biology Reports 2012, 4:10 http://f1000.com/reports/b/4/10",Non-OADS,/arxiv_data1/oa_pdf/53/bd/biolrep-04-10.PMC3342825.pdf
"Altering root architecture may Page 5 of 11 (page number not for citation purposes)F1000 Biology Reports 2012, 4:10 http://f1000.com/reports/b/4/10",OADS,/arxiv_data1/oa_pdf/53/bd/biolrep-04-10.PMC3342825.pdf
"Conventional con-trolled crossing and screening of switchgrass has allowed identification of self-compatible and dihaploid stocks, Page 6 of 11 (page number not for citation purposes)F1000 Biology Reports 2012, 4:10 http://f1000.com/reports/b/4/10",Non-OADS,/arxiv_data1/oa_pdf/53/bd/biolrep-04-10.PMC3342825.pdf
"Page 7 of 11 (page number not for citation purposes)F1000 Biology Reports 2012, 4:10 http://f1000.com/reports/b/4/10",Non-OADS,/arxiv_data1/oa_pdf/53/bd/biolrep-04-10.PMC3342825.pdf
"Dohleman FG, Heaton EA, Leakey ADB, Long SP: Does greater leaf-level photosynthesis explain the larger solar energy Page 8 of 11 (page number not for citation purposes)F1000 Biology Reports 2012, 4:10 http://f1000.com/reports/b/4/10",Non-OADS,/arxiv_data1/oa_pdf/53/bd/biolrep-04-10.PMC3342825.pdf
"Page 9 of 11 (page number not for citation purposes)F1000 Biology Reports 2012, 4:10 http://f1000.com/reports/b/4/10",Non-OADS,/arxiv_data1/oa_pdf/53/bd/biolrep-04-10.PMC3342825.pdf
"Rae AM, Pinel MPC, Bastien C, Sabatti M, Street NR, Tucker J, Dixon C, Marron N, Dillen SY, Taylor G: QTL for yield in Page 10 of 11 (page number not for citation purposes)F1000 Biology Reports 2012, 4:10 http://f1000.com/reports/b/4/10",Non-OADS,/arxiv_data1/oa_pdf/53/bd/biolrep-04-10.PMC3342825.pdf
"Page 11 of 11 (page number not for citation purposes)F1000 Biology Reports 2012, 4:10 http://f1000.com/reports/b/4/10",Non-OADS,/arxiv_data1/oa_pdf/53/bd/biolrep-04-10.PMC3342825.pdf
"The immune diet: meeting the metabolic demands of lymphocyte activation Ruoning Wang and Douglas R. Green* Address: Department of Immunology, St. Jude Children ‘s Research Institute, Memphis, TN, USA * Corresponding author: Douglas R. Green (douglas.green@stjude.org) F1000 Biology Reports 2012, 4:9 (doi:10.3410/B4-9) This is an open-access article distributed under the terms of the Creative Commons Attribution-Non Commercial License (http://creativecommons.org/licenses/by-nc/3.0/legalcode), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/f0/b5/biolrep-04-09.PMC3342832.pdf
"The electronic version of this article is the complete one and can be found at: http://f1000.com/reports/b/4/9 Abstract During the adaptive immune response, lymphocytes undergo dramatic changes in metabolism that accompany the proliferative burst and differentiation into functional subsets.",Non-OADS,/arxiv_data1/oa_pdf/f0/b5/biolrep-04-09.PMC3342832.pdf
"Page 2 of 5 (page number not for citation purposes)F1000 Biology Reports 2012, 4:9 http://f1000.com/reports/b/4/9",Non-OADS,/arxiv_data1/oa_pdf/f0/b5/biolrep-04-09.PMC3342832.pdf
"Page 3 of 5 (page number not for citation purposes)F1000 Biology Reports 2012, 4:9 http://f1000.com/reports/b/4/9",Non-OADS,/arxiv_data1/oa_pdf/f0/b5/biolrep-04-09.PMC3342832.pdf
"Bunpo P, Cundiff JK, Reinert RB, Wek RC, Aldrich CJ, Anthony TG: The eIF2 kinase GCN2 is essential for the murine immune Page 4 of 5 (page number not for citation purposes)F1000 Biology Reports 2012, 4:9 http://f1000.com/reports/b/4/9",Non-OADS,/arxiv_data1/oa_pdf/f0/b5/biolrep-04-09.PMC3342832.pdf
"F1000 Factor 6 Evaluated by Douglas Green 16 Apr 2012 Page 5 of 5 (page number not for citation purposes)F1000 Biology Reports 2012, 4:9 http://f1000.com/reports/b/4/9",Non-OADS,/arxiv_data1/oa_pdf/f0/b5/biolrep-04-09.PMC3342832.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.or g/licenses/by-nc/ 3.0), which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/eb/b8/evr113.PMC3342867.pdf
Supplementary Material Supplementary tables 1 and 2and ﬁgure 1 are available at Genome Biology and Evolution online ( http://www.gbe .oxfordjournals.org/ ).,Non-OADS,/arxiv_data1/oa_pdf/eb/b8/evr113.PMC3342867.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.or g/licenses/by-nc/ 3.0), which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/8e/3d/evs008.PMC3342868.pdf
"(There is, however, a small problem in retrieving some of the infor- mation: the bibliographic system in the printed text simplylists references in order of appearance, making it difﬁcultto check whether a particular author or article has been cited.This problem is partly corrected by the online referencing sys-tem, which can be found at http://shapiro.bsd.uchicago.edu/ evolution21.shtml .)",Non-OADS,/arxiv_data1/oa_pdf/8e/3d/evs008.PMC3342868.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.or g/licenses/by-nc/ 3.0), which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/a0/af/evs016.PMC3342869.pdf
"For the simulation of frequency spectra, we use the soft- ware IMaGe (see http://omnibus.uni-freiburg.de/ ;fb6/).",Non-OADS,/arxiv_data1/oa_pdf/a0/af/evs016.PMC3342869.pdf
"Available from: http://arxiv.org/abs/1105.5014 , 1–8 Borodovsky M, McIninch J.",Non-OADS,/arxiv_data1/oa_pdf/a0/af/evs016.PMC3342869.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.or g/licenses/by-nc/ 3.0), which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/6b/1e/evs018.PMC3342870.pdf
"Additional proteomes were retrieved from the JGI database ( http://www.jgi.doe.gov/ ):Populus trichocarpa (v1.1), Ostreococcus tauri andChlamydomonas reinhardtii (v3.1).",OADS,/arxiv_data1/oa_pdf/6b/1e/evs018.PMC3342870.pdf
Theremaining protein families were manually classiﬁed by se-quence similarity to known KOGs using the KOGnitor tool(http://www.ncbi.nlm.nih.gov/COG/grace/kognitor.html ).,OADS,/arxiv_data1/oa_pdf/6b/1e/evs018.PMC3342870.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.or g/licenses/by-nc/ 3.0), which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/c5/d5/evs020.PMC3342871.pdf
