Sentence,class,file
Immunity 2009; 31:527-8; PMID:19833080; http://dx.doi.org/10.1016/j.immu- ni.2009.09.007.213.,OADS,/arxiv_data1/oa_pdf/12/2c/onci-1-1557.PMC3525611.pdf
"379Korean J Physiol Pharmacol Vol 16: 379 －386, December, 2012 http://dx.doi.org/10.4196/kjpp.2012.16.6.379 ABBREVIATIONS: BER, berberine; CRF, corticotrophin-releasing  factor; TH, tyrosine hydroxylase; LC, locus coeruleus; BDNF, brain-  derived neurotrophic factor; SSRIs, serotonin reuptake inhibitors;  TCAs, tricyclic antidepressants; CNS, central nervous system; FST, forced swimming test; TST, tail-suspension test; EPM, elevated plus  maze; FLX, fluoxetine; PBS, phosphate-buffered saline; ABC, avidin-  biotin-peroxidase complex; DAB, diaminobenzidine; RT-PCR, reverse transcription-polymerase chain reaction; GAPDH, glyceraldehydes-  3-phosphate dehydrogenase; VTA, ventral tegmental area.",Non-OADS,/arxiv_data1/oa_pdf/f4/b3/kjpp-16-379.PMC3526741.pdf
"387Korean J Physiol Pharmacol Vol 16: 387 －392, December, 2012 http://dx.doi.org/10.4196/kjpp.2012.16.6.387 ABBREVIATIONS: CCI, chronic constriction injury; CR, Cyperi  rhizoma ; CT, Corydalis tuber ; ir, immunoreactive; MA, mechanical  allodynia; pNR1, phosphorylation of NMDA receptor NR1 subunit;  POD, postoperative day; TH, thermal hyperalgesia.",Non-OADS,/arxiv_data1/oa_pdf/1c/71/kjpp-16-387.PMC3526742.pdf
"393Korean J Physiol Pharmacol Vol 16: 393 －398, December, 2012 http://dx.doi.org/10.4196/kjpp.2012.16.6.393 ABBREVIATIONS: Dex, dexamethasone; GRE, glucocorticoid response element; ITAM, immunoreceptor tyrosine-based activation motif;  ITIM, immunoreceptor tyrosine-based inhibition motif; Fc εR, recep- tor for the Fc region of IgE; Fc γR, Fc receptor for the Fc region  of IgG.",Non-OADS,/arxiv_data1/oa_pdf/99/6f/kjpp-16-393.PMC3526743.pdf
"399Korean J Physiol Pharmacol Vol 16: 399 －404, December, 2012 http://dx.doi.org/10.4196/kjpp.2012.16.6.399 ABBREVIATIONS: CAT, catalase; CMC, carboxy methyl cellulose;  ECQ, extracts containing QGC; GAPDH, glyceraldehyde-3-phosphate dehydrogenase; GSH, glutathione sulfhydryl; HETAB, hexadecyl trimethyl ammonium bromide; IND, indomethacin; MDA, malondial- dehyde; MPO, myeloperoxidase; QGC, quercetin-3-O- β-D-glucuro- nopyranoside; ROS, reactive oxygen species; SOD, superoxide dismutase; TMB, tetra methylbenzidine; TBA, thiobarbituric acid;  TBARS, thiobarbituric acid reactive substances.",Non-OADS,/arxiv_data1/oa_pdf/f5/f7/kjpp-16-399.PMC3526744.pdf
"405Korean J Physiol Pharmacol Vol 16: 405 －411, December, 2012 http://dx.doi.org/10.4196/kjpp.2012.16.6.405 ABBREVIATIONS: DMEM, Dulbecco’s Modified Eagle’s Medium;  GFAP, glial fibrillary acidic protein; hMSC, human mesenchymal  stem cell; MEP, motor evoked potential; MSC, mesenchymal stem cell; PWT, paw withdrawal threshold; SCI, spinal cord injury; SSEP,  somatosensory evoked potential.",Non-OADS,/arxiv_data1/oa_pdf/85/a9/kjpp-16-405.PMC3526745.pdf
"413Korean J Physiol Pharmacol Vol 16: 413 －422, December, 2012 http://dx.doi.org/10.4196/kjpp.2012.16.6.413 ABBREVIATIONS: BSA, bovine serum albumin; DPH, 1,6-Diphenyl-  1,3,5-hexatriene; PBS, phosphate-buffered saline; Py-3-Py, 1,3-Di  (1-pyrenyl) propane; RET, radiationless energy transfer; SPMV,  synaptosomal plasma membrane vesicles isolated from bovine  cerebral cortex; SPMVTL, liposome of total lipids extracted from SPMV; SPMVPL, liposome of phospholipids extracted from SPMV;  TNBS, 2,4,6-Trinitrobenzenesulfonic acid.",Non-OADS,/arxiv_data1/oa_pdf/da/e2/kjpp-16-413.PMC3526746.pdf
"423Korean J Physiol Pharmacol Vol 16: 423 －429, December, 2012 http://dx.doi.org/10.4196/kjpp.2012.16.6.423 ABBREVIATIONS: OGD, oxygen/glucose deprivation; PSD, postsynaptic density; PSD-95, postsynaptic density protein 95; NR1, NMDA receptor 1; NR2B, NMDA receptor 2B; CaMKII, calcium/calmodulin-  dependent protein kinase II.",Non-OADS,/arxiv_data1/oa_pdf/92/8c/kjpp-16-423.PMC3526747.pdf
"431Korean J Physiol Pharmacol Vol 16: 431 －436, December, 2012 http://dx.doi.org/10.4196/kjpp.2012.16.6.431 ABBREVIATIONS: iNOS, inducible nitric oxide synthase; IFN- γ,  interferon- γ; LPS, lipopolysaccharide.",Non-OADS,/arxiv_data1/oa_pdf/4a/c8/kjpp-16-431.PMC3526748.pdf
"437Korean J Physiol Pharmacol Vol 16: 437 －446, December, 2012 http://dx.doi.org/10.4196/kjpp.2012.16.6.437 ABBREVIATIONS: IBD, inflammatory bowel disease; TNBS, trinitro- benzensulfonic acid; DSS, dextran-sulphate sodium; mAchR, musca- rinic acetylcholine receptor; NSCC, non-selective cation channel; TRPC, canonical transient receptor potential; SCA, spontaneous  contractile activity; ICCs, interstitial cells of Cajal.",Non-OADS,/arxiv_data1/oa_pdf/1a/5a/kjpp-16-437.PMC3526749.pdf
"447Korean J Physiol Pharmacol Vol 16: 447 －453, December, 2012 http://dx.doi.org/10.4196/kjpp.2012.16.6.447 ABBREVIATIONS: CCL2, chemokine (C-C motif) ligand 2; IL-1 β,  interleukin-1 beta; ERK, extracellular signal-regulated kinase;  MAPK, mitogen-activated protein kinase; OxPAPC, 1-palmitoyl-2- arachidonoyl-sn-glycerol-3-phosphatidylcholine; PI3K, phosphoinosi- tide 3-kinase; PKC, protein kinase C; TLR, toll-like receptor.",Non-OADS,/arxiv_data1/oa_pdf/33/64/kjpp-16-447.PMC3526750.pdf
"455Korean J Physiol Pharmacol Vol 16: 455 －462, December, 2012 http://dx.doi.org/10.4196/kjpp.2012.16.6.455 ABBREVIATIONS: CMC, carboxy methyl cellulose; ECQ, extracts  containing QGC; GSH, glutathione sulfhydryl; HETAB, hexadecyl  trimethyl ammonium bromide; MDA, malondialdehyde; MPO,  myeloperoxidase; QGC, quercetin-3-O- β-D-glucuronopyranoside;  ROS, reactive oxygen species; TMB, tetra methylbenzidine; TBA,  thiobarbituric acid; TBARS, thiobarbituric acid reactive substance.",Non-OADS,/arxiv_data1/oa_pdf/41/74/kjpp-16-455.PMC3526751.pdf
"463Korean J Physiol Pharmacol Vol 16: 463 －468, December, 2012 http://dx.doi.org/10.4196/kjpp.2012.16.6.463 ABBREVIATIONS: NO, nitric oxide; PRX, peroxiredoxin; T1D, type  1 diabetes.",Non-OADS,/arxiv_data1/oa_pdf/a1/1e/kjpp-16-463.PMC3526752.pdf
"469Korean J Physiol Pharmacol Vol 16: 469 －476, December, 2012 http://dx.doi.org/10.4196/kjpp.2012.16.6.469 ABBREVIATIONS: 2,3,7,8-TCDD, 2,3,7,8-Tetrachlorodibenzo- p-dioxin; Realtime PCR, realtime polymerase chain reaction; HSP, heat shock protein; SOD, superoxide dismutase; GST, glutathione S-transferase;  GPX, glutathione peroxidase; GRP78, 78kD glucose-regulated protein.",Non-OADS,/arxiv_data1/oa_pdf/06/c1/kjpp-16-469.PMC3526753.pdf
"Lavage In the past, lavage of the knee joint itself was considered helpful Arthroscopic Treatment for Osteoarthritic Knee Chung Shik Shin, MD1 and Ju Hong Lee, MD, PhD2 1Department of Orthopedic Surgery, Presbyterian Medical Center, Jeonju; 2Department of Orthopedic Surgery, Research Institute of Clinical Medicine of Chonbuk  National University Hospital, Chonbuk National University Medical School, Jeonju, Korea This is an Open Access article distributed under the terms of the Creative Commons  Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/3.0/)  which permits unrestricted non-commercial use, distribution, and reproduction in any  medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/fb/28/ksrr-24-187.PMC3526754.pdf
"THE KOREAN KNEE SOCIETY www.jksrr.orgReview Article Knee Surg Relat Res 2012;24(4):187-192 http://dx.doi.org/10.5792/ksrr.2012.24.4.187 pISSN 2234-0726 · eISSN 2234-2451 Knee Surgery & Related Research Arthroscopic treatment for osteoarthritis of the knee has been widely performed as one of the surgical options, in spite of persisting concerns  regarding its efficacy.",Non-OADS,/arxiv_data1/oa_pdf/fb/28/ksrr-24-187.PMC3526754.pdf
Available from: http:// http://www.aaos.org/research/ guidelines/oakguideline.pdf.,Non-OADS,/arxiv_data1/oa_pdf/fb/28/ksrr-24-187.PMC3526754.pdf
"The articular cartilage of the patella is similar to that of other Patellofemoral Osteoarthritis Y oung-Mo Kim, MD, PhD and Y ong-Bum Joo, MD, PhD Department of Orthopedic Surgery, Research Institue for Medical Sciences, Chungnam National University School of Medicine, Daejeon, Korea This is an Open Access article distributed under the terms of the Creative Commons  Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/3.0/)  which permits unrestricted non-commercial use, distribution, and reproduction in any  medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/6f/38/ksrr-24-193.PMC3526755.pdf
"THE KOREAN KNEE SOCIETY www.jksrr.orgReview Article Knee Surg Relat Res 2012;24(4):193-200 http://dx.doi.org/10.5792/ksrr.2012.24.4.193 pISSN 2234-0726 · eISSN 2234-2451 Knee Surgery & Related Research Patellofemoral arthritis is a fairly common disease, and it has been gaining interest with increasing number of studies due to its diverse treatment  methods.",Non-OADS,/arxiv_data1/oa_pdf/6f/38/ksrr-24-193.PMC3526755.pdf
"Pain after TKA is a  particularly serious problem, considering the substantially  increasing TKA use and the aging population.Guidelines for the Management of Postoperative Pain  after T otal Knee Arthroplasty Korean Knee Society Korean Knee Society This is an Open Access article distributed under the terms of the Creative Commons  Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/3.0/)  which permits unrestricted non-commercial use, distribution, and reproduction in any  medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/21/97/ksrr-24-201.PMC3526756.pdf
"THE KOREAN KNEE SOCIETY www.jksrr.orgSpecial Article Knee Surg Relat Res 2012;24(4):201-207 http://dx.doi.org/10.5792/ksrr.2012.24.4.201 pISSN 2234-0726 · eISSN 2234-2451 Knee Surgery & Related Research This clinical practice guideline was approved by Korean Knee Society on February 28, 2012.",Non-OADS,/arxiv_data1/oa_pdf/21/97/ksrr-24-201.PMC3526756.pdf
"However, mid- or long-term follow-up results of navigation-Results of T otal Knee Arthroplasty with NexGen LPS- flex Implant Using Navigation System (Brain Lab):  Results with a 5-year Follow-up Chul Hyung Kang, MD, PhD1, Kyung Jae Lee, MD, PhD1, Ki Cheor Bae, MD, PhD1, Chul Hyun Cho, MD,  PhD1, Si W ook Lee, MD1, Hong Kwan Shin, MD2, Y oung Kook Lee, MD2 and Ji Suk Bae, MD3 1Department of Orthopedic Surgery, Keimyung University School of Medicine, Daegu; 2Department of Orthopedic Surgery, Hanmi Hospital, Daegu; 3Department of  Preventive Medicine, Catholic University of Daegu School of Medicine, Daegu, Korea This is an Open Access article distributed under the terms of the Creative Commons  Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/3.0/)  which permits unrestricted non-commercial use, distribution, and reproduction in any  medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/89/d6/ksrr-24-208.PMC3526757.pdf
THE KOREAN KNEE SOCIETY www.jksrr.orgOriginal Article Knee Surg Relat Res 2012;24(4):208-213 http://dx.doi.org/10.5792/ksrr.2012.24.4.208 pISSN 2234-0726 · eISSN 2234-2451 Knee Surgery & Related Research Purpose:  T o evaluate the clinical and radiological results of patients that underwent total knee arthroplasty (TKA) with a NexGen LPS-Flex implant  using a Navigation system (Brain Lab).,Non-OADS,/arxiv_data1/oa_pdf/89/d6/ksrr-24-208.PMC3526757.pdf
"Nevertheless, it is unclear whether  these design modifications improve the range of motion and Outcomes of the Different Types of T otal Knee  Arthroplasty with the Identical Femoral Geometry Sang Min Lee, MD1, Sang Cheol Seong, MD, PhD2, Sahnghoon Lee, MD, PhD2, W on Chul Choi, MD3 and  Myung Chul Lee, MD, PhD2 1Department of Orthopedic Surgery, Eulji University College of Medicine, Daejeon; 2Department of Orthopedic Surgery, Seoul National University College of Medicine,  Seoul; 3Department of Orthopedic Surgery, CHA Bundang Medical Center, CHA University, Seongnam, Korea This is an Open Access article distributed under the terms of the Creative Commons  Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/3.0/)  which permits unrestricted non-commercial use, distribution, and reproduction in any  medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/e0/24/ksrr-24-214.PMC3526758.pdf
THE KOREAN KNEE SOCIETY www.jksrr.orgOriginal Article Knee Surg Relat Res 2012;24(4):214-220 http://dx.doi.org/10.5792/ksrr.2012.24.4.214 pISSN 2234-0726 · eISSN 2234-2451 Knee Surgery & Related Research Purpose:  There are controversies around the role of the posterior cruciate ligament and the effect of design modifications for high flexion in total  knee arthroplasty (TKA).,Non-OADS,/arxiv_data1/oa_pdf/e0/24/ksrr-24-214.PMC3526758.pdf
"Han et al.7)  observed aseptic loosening in 38% of the patients at a mean of 32  months after high-flexion TKA, and 21% of which underwent  reoperation at a mean of 32 months postoperatively.Mid-term Results of T otal Knee Arthroplasty Using  PFC Sigma RP-F Jun-Y oung Kim, MD, Sang-Ho Cheon, MD and Hee-Soo Kyung, MD, PhD Department of Orthopaedic Surgery, Kyungpook National University School of Medicine, Daegu, Korea This is an Open Access article distributed under the terms of the Creative Commons  Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/3.0/)  which permits unrestricted non-commercial use, distribution, and reproduction in any  medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/c6/b2/ksrr-24-221.PMC3526759.pdf
THE KOREAN KNEE SOCIETY www.jksrr.orgOriginal Article Knee Surg Relat Res 2012;24(4):221-226 http://dx.doi.org/10.5792/ksrr.2012.24.4.221 pISSN 2234-0726 · eISSN 2234-2451 Knee Surgery & Related Research Purpose:  We compared the mid-term results after total knee arthroplasty (TKA) using PFC Sigma RP-F mobile model with PFC Sigma PS fixed  model.,Non-OADS,/arxiv_data1/oa_pdf/c6/b2/ksrr-24-221.PMC3526759.pdf
"Among various Minimum Two-year Results of Revision T otal Knee  Arthroplasty Following Infectious or Non-infectious  Causes Kyoung-Jai Lee, MD, Jae-Y oung Moon, MD, Eun-Kyoo Song, MD, Hong-An Lim, MD and Jong-Keun Seon,  MD Center for Joint Disease, Chonnam National University Hwasun Hospital, Chonnam National University Medical School, Hwasun, Korea This is an Open Access article distributed under the terms of the Creative Commons  Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/3.0/)  which permits unrestricted non-commercial use, distribution, and reproduction in any  medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/8c/7a/ksrr-24-227.PMC3526760.pdf
THE KOREAN KNEE SOCIETY www.jksrr.orgOriginal Article Knee Surg Relat Res 2012;24(4):227-234 http://dx.doi.org/10.5792/ksrr.2012.24.4.227 pISSN 2234-0726 · eISSN 2234-2451 Knee Surgery & Related Research Purpose:  T o compare clinical outcome of revision total knee arthroplasty (TKA) between the infected and non-infected groups.,Non-OADS,/arxiv_data1/oa_pdf/8c/7a/ksrr-24-227.PMC3526760.pdf
"Of them, 67 patients underwent aspiration of Clinical Results of Direct Arthroscopic Excision of  Popliteal Cyst Using a Posteromedial Portal Jin Ho Cho, MD, PhD Department of Orthopedic Surgery, Ilsan Paik Hospital, Inje University College of Medicine, Goyang, Korea This is an Open Access article distributed under the terms of the Creative Commons  Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/3.0/)  which permits unrestricted non-commercial use, distribution, and reproduction in any  medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/55/59/ksrr-24-235.PMC3526761.pdf
THE KOREAN KNEE SOCIETY www.jksrr.orgOriginal Article Knee Surg Relat Res 2012;24(4):235-240 http://dx.doi.org/10.5792/ksrr.2012.24.4.235 pISSN 2234-0726 · eISSN 2234-2451 Knee Surgery & Related Research Purpose:  T o evaluate the efficacy of the direct arthroscopic excision of a popliteal cyst without additional skin incision using a posteromedial portal  based on minimum 2 year follow-up clinical results.,Non-OADS,/arxiv_data1/oa_pdf/55/59/ksrr-24-235.PMC3526761.pdf
"Patients Of the patients who underwent ACL reconstruction between  March 2006 and March 2010 at our institution, 38 patients Morphologic Changes of the Posterior Cruciate  Ligament on Magnetic Resonance Imaging before and  after Reconstruction of Chronic Anterior Cruciate  Ligament Ruptures Jae Doo Y oo, MD and Hyung Mook Lim, MD Department of Orthopedic Surgery, Ewha W omans University Mokdong Hospital, Ewha W omans University School of Medicine, Seoul, Korea This is an Open Access article distributed under the terms of the Creative Commons  Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/3.0/)  which permits unrestricted non-commercial use, distribution, and reproduction in any  medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/35/0a/ksrr-24-241.PMC3526762.pdf
THE KOREAN KNEE SOCIETY www.jksrr.orgOriginal Article Knee Surg Relat Res 2012;24(4):241-244 http://dx.doi.org/10.5792/ksrr.2012.24.4.241 pISSN 2234-0726 · eISSN 2234-2451 Knee Surgery & Related Research Purpose:  The purpose of this study was to compare the morphologic change of the posterior cruciate ligament (PCL) on magnetic resonance imaging  (MRI) in chronic anterior cruciate ligament (ACL) tear before and after reconstruction.,Non-OADS,/arxiv_data1/oa_pdf/35/0a/ksrr-24-241.PMC3526762.pdf
"He had been suffering from ITP for eleven  years and despite corticosteroids, dapsone and azathioprine Perioperative Care of a Patient with Refractory  Idiopathic Thrombocytopenic Purpura Undergoing  T otal Knee Arthroplasty Rohit Singhal, MS (Ortho), MRCSEd1, V eera Gudimetla, FRCA2, Andrew Stewart, FRCP Edin, FRCPath3,  Karen L Luscombe, FRCS (Tr & Orth)1 and Charalambos P Charalambous, MSc, MD, FRCS (Tr & Orth)4 1Department of Trauma and Orthopaedics, Leighton Hospital, Crewe; 2Department of Anaesthesiology, Leighton Hospital, Crewe; 3Department of Haematology,  University Hospital of North Staffordshire, Stoke-on-Trent; 4Department of Trauma and Orthopaedics, Blackpool Victoria Hospital, Blackpool, United Kingdom This is an Open Access article distributed under the terms of the Creative Commons  Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/3.0/)  which permits unrestricted non-commercial use, distribution, and reproduction in any  medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/4e/8a/ksrr-24-245.PMC3526763.pdf
THE KOREAN KNEE SOCIETY www.jksrr.orgCase Report Knee Surg Relat Res 2012;24(4):245-248 http://dx.doi.org/10.5792/ksrr.2012.24.4.245 pISSN 2234-0726 · eISSN 2234-2451 Knee Surgery & Related Research Idiopathic thrombocytopenic purpura (ITP) is an autoimmune disorder leading to low platelet count and an increased risk of bleeding.,Non-OADS,/arxiv_data1/oa_pdf/4e/8a/ksrr-24-245.PMC3526763.pdf
"Baker’ s Cyst with Intramuscular Extension into V astus  Medialis Muscle Tae W an Kim, MD1, Jeung Tak Suh, MD1, Seung Min Son, MD1, Tae Y ong Moon, MD2, In Sook Lee, MD2,  Kyung Un Choi, MD3 and Jeung Il Kim, MD1 Departments of 1Orthopaedic Surgery, 2Radiology, 3Pathology, Pusan National University School of Medicine, Busan, Korea This is an Open Access article distributed under the terms of the Creative Commons  Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/3.0/)  which permits unrestricted non-commercial use, distribution, and reproduction in any  medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/bf/b7/ksrr-24-249.PMC3526764.pdf
THE KOREAN KNEE SOCIETY www.jksrr.orgCase Report  Knee Surg Relat Res 2012;24(4):249-253 http://dx.doi.org/10.5792/ksrr.2012.24.4.249 pISSN 2234-0726 · eISSN 2234-2451 Knee Surgery & Related Research Baker’s cysts are one of the most common cystic lesions around the knee joint and mainly caused by fluid distension of the gastrocnemius- semimembranous bursa that is situated along the medial side of the popliteal fossa.,Non-OADS,/arxiv_data1/oa_pdf/bf/b7/ksrr-24-249.PMC3526764.pdf
"Published by Oxford University Press.This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.or g/licenses/by-nc/3.0), which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.DOI:10.1093/sysbio/sys057Advance Access publication on December 4, 2012 The Tree of Life DA VID R. M ADDISON Department of Zoology, Oregon State University, Corvallis, OR 97331 USA; E-mail: david.maddison@science.oregonstate.edu I think that I shall never see A thing so awesome as the TreeThat links us all in paths of genesDown into depths of time unseen; Whose many branches spreading wide House wondrous creatures of the tide,Ocean deep and mountain tall,Darkened cave and waterfall.",Non-OADS,/arxiv_data1/oa_pdf/37/00/sys057.PMC3526800.pdf
"Published by Oxford University Press.This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.or g/licenses/by-nc/3.0), which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.DOI:10.1093/sysbio/sys076Advance Access publication on September 4, 2012 TreeFix: Statistically Informed Gene Tree Error Correction Using Species Trees YI-CHIEH WU1,M ATTHEW D. R ASMUSSEN2,M UKUL S. B ANSAL1,AND MANOLIS KELLIS1,3,∗ 1Department of Electrical Engineering and Computer Science, Computer Science and Artiﬁcial Intelligence Laboratory, Massachusetts Institute of Technology, Cambridge, MA 02139, USA;2Department of Biological Statistics and Computational Biology, Cornell University, Ithaca, NY 14853, USA; and 3Broad Institute, Cambridge, MA 02142, USA ∗Correspondence to be sent to: 32 Vassar St. D530, Cambridge, MA 02139, USA; E-mail: manoli@mit.edu Received 21 November 2011; reviews returned 29 May 2012; accepted 25 August 2012 Associate Editor: Laura Kubatko Abstract .—Accurate gene tree reconstruction is a fundamental problem in phylogenetics, with many important applications.",Non-OADS,/arxiv_data1/oa_pdf/6a/f3/sys076.PMC3526801.pdf
"For further information onlikelihood tests, including a discussion of statisticalpower, how to correct for multiple comparisons,and an error rate analysis, see SupplementarySections S1 and S2 (available at http://datadryad.org,doi:10.5061/dryad.44cb5).",Non-OADS,/arxiv_data1/oa_pdf/6a/f3/sys076.PMC3526801.pdf
"S UPPLEMENTARY MATERIAL Supplementary material, including data ﬁles and/or online-only appendices, can be found athttp://datadryad.org and in the Dryad data repository(doi:10.5061/dryad.44cb5).",OADS,/arxiv_data1/oa_pdf/6a/f3/sys076.PMC3526801.pdf
"Published by Oxford University Press.This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.or g/licenses/by-nc/3.0), which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.DOI:10.1093/sysbio/sys078Advance Access publication on September 6, 2012 Pruning Rogue Taxa Improves Phylogenetic Accuracy: An Efﬁcient Algorithm and Webservice ANDRE J.",Non-OADS,/arxiv_data1/oa_pdf/c1/12/sys078.PMC3526802.pdf
S OFTW ARE AND WEBSERVICE The RogueNaRok algorithm is available as open-source code at https://github.com/aberer/RogueNaRok.,OADS,/arxiv_data1/oa_pdf/c1/12/sys078.PMC3526802.pdf
"The corresponding webservice for interactive deployment of RogueNaRok and related methods isavailable at http://exelixis-lab.org/roguenarok.html.After uploading a set of bootstrap trees, the user canexplore how various parameters (e.g., the maximumdropset size) inﬂuence rogue taxon identiﬁcation.If a best-known ML tree has also been uploaded,RogueNaRok can be used to detect rogue taxa thataffect support values on the best-known tree.",OADS,/arxiv_data1/oa_pdf/c1/12/sys078.PMC3526802.pdf
"S UPPLEMENTARY MATERIAL Supplementary material, including data ﬁles and online-only appendices, can be found in theDryad data repository at http://datadryad.org,doi:10.5061/dryad.sv515.",OADS,/arxiv_data1/oa_pdf/c1/12/sys078.PMC3526802.pdf
"To view a copy of this license, visit http://creativecommons.org/licenses/by-nc-nd/3.0/ How to cite this article: Savin, A.V.",Non-OADS,/arxiv_data1/oa_pdf/eb/5f/srep01012.PMC3526810.pdf
"To view a copy of thislicense, visit http://creativecommons.org/licenses/by-nc-sa/3.0/ How to cite this article: Li, S.M.",Non-OADS,/arxiv_data1/oa_pdf/d0/bb/srep01007.PMC3526812.pdf
"Nevertheless, there are emergingefforts to integrate various satellite observations for storm surgessuch as the European Space Agency’s eSurge consortium (http://www.storm-surge.info/esurge-consortium).",Non-OADS,/arxiv_data1/oa_pdf/3a/60/srep01010.PMC3526813.pdf
Wind data .We used the 3-hourly wind and pressure fields from the North American Regional Reanalysis (NARR) project which is an extension of the National Center for Environmental Prediction (NCEP) Global Reanalysis over the North AmericanRegion (http://www.esrl.noaa.gov/psd/).,OADS,/arxiv_data1/oa_pdf/3a/60/srep01010.PMC3526813.pdf
http://www.nhc.noaa.gov/pdf/TCR-AL112010_Igor.pdf (2010) 10.,Non-OADS,/arxiv_data1/oa_pdf/3a/60/srep01010.PMC3526813.pdf
"To view a copy of thislicense, visit http://creativecommons.org/licenses/by-nc-nd/3.0/ How to cite this article: Han, G., Ma, Z., Chen, D., deYoung, B.",Non-OADS,/arxiv_data1/oa_pdf/3a/60/srep01010.PMC3526813.pdf
S48 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.orgtest probability had a value <1% [(0.99 + 5/439-1)/(0.99  + 0.95-1)].,OADS,/arxiv_data1/oa_pdf/2c/86/JPI-3-37j.PMC3526821.pdf
"S49 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.orgis more difficult than for an inpatient, the laboratory  met monthly targets for percentage results called back  (92% within 30 min) in five of 6 months (83%) following  implementation, compared with only three of 6 months  (50%) in the same months in 2011.",Non-OADS,/arxiv_data1/oa_pdf/2c/86/JPI-3-37j.PMC3526821.pdf
"S50 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.orgCONTENT Although computerized provider/physician order entry  (CPOE) modules in the electronic medical record (EMR)  and laboratory information system (LIS) have become  common in clinical pathology, their adoption in anatomic  pathology (AP) has been slower.",Non-OADS,/arxiv_data1/oa_pdf/2c/86/JPI-3-37j.PMC3526821.pdf
S51 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.orginpatients.,Non-OADS,/arxiv_data1/oa_pdf/2c/86/JPI-3-37j.PMC3526821.pdf
S41 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.orgHow Can Laboratories Help  Their Hospital Decrease  Readmission Rates for Heart  Failure Patients?,Non-OADS,/arxiv_data1/oa_pdf/5c/d7/JPI-3-37h.PMC3526822.pdf
S42 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.orgTECHNOLOGY The technology to accomplish this project included A  Cognex industrial camera system with software that  enables the identification and reading of 2-D barcodes.,OADS,/arxiv_data1/oa_pdf/5c/d7/JPI-3-37h.PMC3526822.pdf
"S43 J Pathol Inform 2012 - Abstracts  http://www.jpathinformatics.orgincreasing the number of comprehensive cancer panel  genes from 27 to 50 and introducing test panels for drug  metabolism and transport, renal, and cardiac diseases.",Non-OADS,/arxiv_data1/oa_pdf/5c/d7/JPI-3-37h.PMC3526822.pdf
