Sentence,class,file
Nat Med 2012; 18:580-8; PMID:22406746; http://dx.doi.org/10.1038/ nm.2685 19.,OADS,/arxiv_data1/oa_pdf/3d/35/kmco-01-02-955999.PMC4905192.pdf
Proc Natl Acad Sci U S A 2011; 108:9887-92; PMID:21628596; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/3d/35/kmco-01-02-955999.PMC4905192.pdf
Curr Biol: CB 2012; 22:1582-6; PMID:22840522; http://dx.doi.org/10.1016/j.cub.2012.06.074 22.,OADS,/arxiv_data1/oa_pdf/3d/35/kmco-01-02-955999.PMC4905192.pdf
Cell Death Differ 2009; 16: 187-94; PMID:18974774; http://dx.doi.org/ 10.1038/cdd.2008.154 23.,Non-OADS,/arxiv_data1/oa_pdf/3d/35/kmco-01-02-955999.PMC4905192.pdf
Cell Cycle 2007; 6:139-43; PMID:17245128; http://dx.doi.org/ 10.4161/cc.6.2.3788 24.,OADS,/arxiv_data1/oa_pdf/3d/35/kmco-01-02-955999.PMC4905192.pdf
Oncogene 2010; 29:4378-87; PMID:20514025; http://dx.doi.org/10.1038/ onc.2010.183 25.,Non-OADS,/arxiv_data1/oa_pdf/3d/35/kmco-01-02-955999.PMC4905192.pdf
J Biol Chem 2008; 283:4682-9; PMID:18093972; http://dx.doi.org/10.1074/jbc.M708873200 26.,OADS,/arxiv_data1/oa_pdf/3d/35/kmco-01-02-955999.PMC4905192.pdf
J Mol Cell Biol 2013; 5:27-38; PMID:23000554; http://dx.doi.org/10.1093/jmcb/ mjs053 e955999-8 Volume 1 Issue 2 Molecular & Cellular Oncology,Non-OADS,/arxiv_data1/oa_pdf/3d/35/kmco-01-02-955999.PMC4905192.pdf
Biochim Biophys Acta 2013; 1833:1443-53;PMID:23485397; http://dx.doi.org/10.1016/j.,OADS,/arxiv_data1/oa_pdf/3d/35/kmco-01-02-955999.PMC4905192.pdf
FEBS Lett 2013; 587:2530-5; PMID:23792163; http://dx.doi.org/10.1016/j.febslet.2013.06.017 30.,OADS,/arxiv_data1/oa_pdf/3d/35/kmco-01-02-955999.PMC4905192.pdf
Mol Cell Biol 2008; 28:7126-38; PMID:18809579; http://dx.doi.org/10.1128/ MCB.00897-08 31.,Non-OADS,/arxiv_data1/oa_pdf/3d/35/kmco-01-02-955999.PMC4905192.pdf
Cancer Lett 2009; 279:177-84; PMID:19250734; http://dx.doi.org/10.1016/j.canlet.2009.01.036 33.,OADS,/arxiv_data1/oa_pdf/3d/35/kmco-01-02-955999.PMC4905192.pdf
Nat Cell Biol 2008; 10:812-24; PMID:18536714; http://dx.doi.org/ 10.1038/ncb1743 34.,OADS,/arxiv_data1/oa_pdf/3d/35/kmco-01-02-955999.PMC4905192.pdf
Cancer research 2011; 71:2350-9;PMID:21248071; http://dx.doi.org/10.1158/0008- 5472.CAN-10-3486 35.,Non-OADS,/arxiv_data1/oa_pdf/3d/35/kmco-01-02-955999.PMC4905192.pdf
Nat Rev Mol Cell Biol 2007; 8:813-24;PMID:17848967; http://dx.doi.org/10.1038/ nrm2256 36.,OADS,/arxiv_data1/oa_pdf/3d/35/kmco-01-02-955999.PMC4905192.pdf
Nat Cell Biol 2009; 11:1128-34;PMID:19731416; http://dx.doi.org/10.1038/ ncb1927 37.,OADS,/arxiv_data1/oa_pdf/3d/35/kmco-01-02-955999.PMC4905192.pdf
Cell Proliferat 2009; 42:373-84;PMID:19438900; http://dx.doi.org/10.1111/j.1365- 2184.2009.00601.x 39.,OADS,/arxiv_data1/oa_pdf/3d/35/kmco-01-02-955999.PMC4905192.pdf
Mol Cell 2012; 47:497-510; PMID:22920291; http://dx.doi.org/10.1016/j.,OADS,/arxiv_data1/oa_pdf/3d/35/kmco-01-02-955999.PMC4905192.pdf
Cancer Res 2010; 70:4112-22; PMID:20460517; http://dx.doi.org/10.1158/0008- 5472.CAN-09-4244 42.,Non-OADS,/arxiv_data1/oa_pdf/3d/35/kmco-01-02-955999.PMC4905192.pdf
Nat Cell Biol 2009; 11:85-91; PMID:19043406; http://dx.doi.org/10.1038/ncb1816 43.,OADS,/arxiv_data1/oa_pdf/3d/35/kmco-01-02-955999.PMC4905192.pdf
J Biol Chem 2005; 280:21427-36; PMID:15802274; http://dx.doi.org/10.1074/jbc.M500496200 45.,OADS,/arxiv_data1/oa_pdf/3d/35/kmco-01-02-955999.PMC4905192.pdf
Ann Rev Pharmacol Toxicol 2012; 52:381-400; PMID:22017684; http://dx.doi.org/10.1146/ annurev-pharmtox-010611-134537 48.,Non-OADS,/arxiv_data1/oa_pdf/3d/35/kmco-01-02-955999.PMC4905192.pdf
Nat Cell Biol 2011; 13:132-41; PMID:21258367; http://dx.doi.org/10.1038/ ncb2152 49.,OADS,/arxiv_data1/oa_pdf/3d/35/kmco-01-02-955999.PMC4905192.pdf
Proc Natl Acad Sci U S A 1997; 94:6048-53; PMID:9177166; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/3d/35/kmco-01-02-955999.PMC4905192.pdf
Nucleic Acids Research2008; 36:7168-80; PMID:19015127; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/3d/35/kmco-01-02-955999.PMC4905192.pdf
Mol Cell 2007; 25:739-50; PMID:17349959; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/3d/35/kmco-01-02-955999.PMC4905192.pdf
PloS One 2013; 8:e67529; PMID:23826318; http://dx.doi.org/10.1371/journal.pone.006752955.,Non-OADS,/arxiv_data1/oa_pdf/3d/35/kmco-01-02-955999.PMC4905192.pdf
Mol Cell 2013; 51:374-85; PMID:23871434; http://dx.doi.org/10.1016/j.molcel.2013.06.010 57.,OADS,/arxiv_data1/oa_pdf/3d/35/kmco-01-02-955999.PMC4905192.pdf
Cancer Res 2007; 67:66-74; PMID:17210684; http://dx.doi.org/10.1158/0008-5472.CAN-06-1671 60.,Non-OADS,/arxiv_data1/oa_pdf/3d/35/kmco-01-02-955999.PMC4905192.pdf
Oncogene 2009; 28: 698-708; PMID:19015637; http://dx.doi.org/ 10.1038/onc.2008.420 61.,Non-OADS,/arxiv_data1/oa_pdf/3d/35/kmco-01-02-955999.PMC4905192.pdf
Cancer Res 2007; 67:2274-9; PMID:17332358; http://dx.doi.org/10.1158/0008- 5472.CAN-06-2884 62.,Non-OADS,/arxiv_data1/oa_pdf/3d/35/kmco-01-02-955999.PMC4905192.pdf
FEBS Lett 2005; 579:5473-80; PMID:16212962; http://dx.doi.org/10.1016/j.,OADS,/arxiv_data1/oa_pdf/3d/35/kmco-01-02-955999.PMC4905192.pdf
Trends Mol Med 2010; 16:528-36; PMID:20932800; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/3d/35/kmco-01-02-955999.PMC4905192.pdf
Mol Cancer 2009; 8:85; PMID:19828042; http://dx.doi.org/ 10.1186/1476-4598-8-85 67.,Non-OADS,/arxiv_data1/oa_pdf/3d/35/kmco-01-02-955999.PMC4905192.pdf
Oncogene 2005; 24:5431-42; PMID:15897882; http://dx.doi.org/10.1038/sj.onc.1208717 68.,OADS,/arxiv_data1/oa_pdf/3d/35/kmco-01-02-955999.PMC4905192.pdf
Free Radical Biol Med 2010; 48:1338-46; PMID:20171273; http://dx.doi.org/10.1016/j.freeradbiomed.2010.02.015 www.landesbioscience.com e955999-9 Molecular & Cellular Oncology,Non-OADS,/arxiv_data1/oa_pdf/3d/35/kmco-01-02-955999.PMC4905192.pdf
Biochim Biophys Acta 2012; 1823:2287-96; PMID:23044042; http://dx.doi.org/ 10.1016/j.bbamcr.2012.09.011 70.,OADS,/arxiv_data1/oa_pdf/3d/35/kmco-01-02-955999.PMC4905192.pdf
EMBO J 2006; 25:1883-94; PMID:16601678; http://dx.doi.org/10.1038/sj.emboj.7601077 74.,Non-OADS,/arxiv_data1/oa_pdf/3d/35/kmco-01-02-955999.PMC4905192.pdf
Mol Cell 2012; 46:472-83; PMID:22503103; http://dx.doi.org/10.1016/j.,OADS,/arxiv_data1/oa_pdf/3d/35/kmco-01-02-955999.PMC4905192.pdf
Nat Rev Mol Cell Biol 2004; 5:752-62;PMID:15340382; http://dx.doi.org/10.1038/ nrm1443 78.,OADS,/arxiv_data1/oa_pdf/3d/35/kmco-01-02-955999.PMC4905192.pdf
Biochem Cell Biol DBiochim Biol Cell 2007; 85:411-8; PMID:17713576; http://dx.doi.org/10.1139/O07- 071 7 9 .,OADS,/arxiv_data1/oa_pdf/3d/35/kmco-01-02-955999.PMC4905192.pdf
FEBS Lett2005; 579:6272-8; PMID:16253240; http://dx.doi.org/ 10.1016/j.febslet.2005.10.010 80.,OADS,/arxiv_data1/oa_pdf/3d/35/kmco-01-02-955999.PMC4905192.pdf
J Biol Chem 2005; 280:29224-32; PMID:15958389; http://dx.doi.org/10.1074/jbc.M503921200 e955999-10 Volume 1 Issue 2 Molecular & Cellular Oncology,Non-OADS,/arxiv_data1/oa_pdf/3d/35/kmco-01-02-955999.PMC4905192.pdf
"During cellular stress, ER-mitochondria connections lead to the prompt activation ofcaspase-dependent and caspase-independent cell death effectormechanisms based on the capaci ty of the 2 organelles to sense© Saverio Marchi, Carlotta Giorgi, Monika Oparka, Jerzy Duszynski, Mariusz R Wieckowski, and Paolo Pinton *Correspondence to: Paolo Pinton; Email: pnp@unife.it Submitted: 06/07/2014; Revised: 07/14/2014; Accepted: 07/17/2014http://dx.doi.org/10.4161/23723548.2014.956469 This is an Open Access article distributed under the terms of the Creative Commons Attribution-Non-Commercial License (http://creativecommons.org/licenses/by-nc/3.0/), which permits unrestricted non-commercial use,distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Nat Rev Mol Cell Biol 2012; 13:780-8; PMID:23175281; http://dx.doi.org/10.1038/nrm3479 2.,OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Biochim Biophys Acta 2013; 1833:213-24; PMID:22575682;http://dx.doi.org/10.1016/j.bbamcr.2012.04.013 3.,OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Curr Opin Cell Biol 2013;25:443-8; PMID:23478213; http://dx.doi.org/ 10.1016/j.ceb.2013.02.010 4.,OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Biochim Biophys Acta 2014;1837:461-9; PMID:24211533; http://dx.doi.org/ 10.1016/j.bbabio.2013.10.015 5.,OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
CellCommun Signal 2011; 9:19; PMID:21939514; http://dx.doi.org/10.1186/1478-811X-9-19 6.,Non-OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Protoplasma 1971; 73:43-9; PMID:5112775; http://dx.doi.org/10.1007/ BF01286410 8.,Non-OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Eur J Biochem 1999;264:545-53; PMID:10491102; http://dx.doi.org/ 10.1046/j.1432-1327.1999.00658.x 10.,OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
JCell Biol 2006; 174:915-21; PMID:16982799; http://dx.doi.org/10.1083/jcb.200604016 11.,Non-OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Nat Protoc 2009; 4:1582-90; PMID:19816421; http://dx.doi.org/10.1038/nprot.2009.151 13.,Non-OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Biochem Biophys Res Commun 2012; 417:635-9; PMID:22185692; http://dx.doi.org/10.1016/j.bbrc.2011.12.022 14.,OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
J Cell Biol 2006; 175:901-11; PMID:17178908;http://dx.doi.org/10.1083/jcb.200608073 15.,OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Cell Death Differ 2012; 19:267-73; PMID:21720385; http://dx.doi.org/10.1038/cdd.2011.92 16.,Non-OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Essential regulation of cell bioenergetics by constitutive InsP3 receptor Ca2 Ctransfer to m i t o c h o n d r i a .C e l l2 0 1 0 ;1 4 2 : 2 7 0 - 8 3 ;P M I D : 20655468; http://dx.doi.org/10.1016/j.cell.,Non-OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Oncogene 2014; PMID:24727893; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Cell Cycle 2013; 12:674-83; PMID:23343770; http://dx.doi.org/10.4161/cc.23599 19.,OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
J Physiol 2014; 592:829-39; PMID:24366263; http://dx.doi.org/ 10.1113/jphysiol.2013.268235 20.,Non-OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Curr Biol 2013; 23:58-63; PMID:23246404; http://dx.doi.org/10.1016/j.cub.2012.11.026 21.,OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Bio- chim Biophys Acta 2010; 1797:952-60; PMID: 20226758; http://dx.doi.org/10.1016/j.bbabio.,OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Arch Biochem Biophys 2009; 486:73-80; PMID:19327338; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Cell 2007; 129:1261-74; PMID:17604717; http://dx.doi.org/10.1016/j.cell.,OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Cell 1999; 96:857-68; PMID:10102273;http://dx.doi.org/10.1016/S0092-8674(00)80595-4 29.,OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Cell 1997; 91:231-41; PMID:9346240; http://dx.doi.org/10.1016/S0092-8674(00)80405-5 31.,OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
J Biol Chem 2004; 279:21085-95; PMID:14766748; http://dx.doi.org/10.1074/jbc.M400063200 32.,OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Oncogene 2001; 20:7779-86; PMID:11753656; http://dx.doi.org/10.1038/sj.onc.1204984 33.,Non-OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
"Gottlob K, Majewski N, Kennedy S, Kandel E, Robey RB, Hay N. Inhibition of early apoptotic events by Akt/PKB is dependent on the ﬁrst commit- ted step of glycolysis and mitochondrial hexokinase.Genes Dev 2001; 15:1406-18; PMID:11390360; http://dx.doi.org/10.1101/gad.889901 34.",Non-OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Adv Drug Deliv Rev 2009; 61:1276-82; PMID: 19720099; http://dx.doi.org/10.1016/j.addr.,OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
J Biol Chem 2013; 288:23798-806; PMID:23836898; http://dx.doi.org/10.1074/jbc.M113.482026 36.,OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Biochem J 2004; 377:347-55; PMID:14561215; http://dx.doi.org/10.1042/BJ20031465 37.,Non-OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
J Biol Chem 2006; 281:3731-7; PMID:16332683; http://dx.doi.org/10.1074/jbc.M509262200 38.,OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Biochem Bio- phys Res Commun 2008; 375:501-5; PMID: 18723000; http://dx.doi.org/10.1016/j.bbrc.,OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Cell Death Dis 2012; 3:e304; PMID:22552281; http://dx.doi.org/10.1038/cddis.,Non-OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Mol Cell 2009; 34:497- 509; PMID:19481529; http://dx.doi.org/10.1016/j.molcel.2009.04.011 43.,OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
EMBO J 2005; 24:717-29; PMID:15692567; http://dx.doi.org/ 10.1038/sj.emboj.7600559 44.,Non-OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
J Pharmacol Exp Ther 2010; 332:388-97; PMID:19855099; http://dx.doi.org/10.1124/jpet.,Non-OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Biochim Biophys Acta 2014; 1843(10):2240-52; PMID:24768714;http://dx.doi.org/10.1016/j.bbamcr.2014.04.017 46.,OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
J Cell Biol 2000; 148:857-62; PMID:10704437; http://dx.doi.org/10.1083/jcb.,OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Proc Natl Acad Sci U S A 2000; 97:5723-8; PMID:10823933; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Science 2003; 300:135- 9; PMID:12624178; http://dx.doi.org/10.1126/science.1081208 49.,Non-OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
J Cell Biol 2004; 166:193-203; PMID:15263017; http://dx.doi.org/10.1083/jcb.200309146 50.,OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Proc Natl Acad Sci U S A 2009; 106:14397-402; PMID:19706527; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Cell 2007; 131:596-610;PMID:17981125; http://dx.doi.org/10.1016/j.cell.,OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
PLoS One 2013; 8: e76941; PMID:24204710; http://dx.doi.org/ 10.1371/journal.pone.0076941 54.,Non-OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Trends Pharmacol Sci 2010; 31:557-66; PMID:20869780; http://dx.doi.org/ 10.1016/j.tips.2010.08.007 55.,OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Biochem J 2011; 434:181-8; PMID:21309747; http://dx.doi.org/10.1042/ BJ20101569 56.,Non-OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Oncogene 2013; 32:1933-42; PMID: 22689054; http://dx.doi.org/10.1038/onc.,Non-OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Nat Cell Biol 2005; 7:1021-8; PMID:16179951; http://dx.doi.org/10.1038/ ncb1302 58.,OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
J Biol Chem 2010; 285:13678-84; PMID:20189983; http://dx.doi.org/10.1074/jbc.M109.096040 59.,OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Mol Biol Cell 2012; 23:2605-18; PMID:22573883; http://dx.doi.org/10.1091/mbc.,OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Oncogene 2014; 33:2329-40; PMID:23728347; http://dx.doi.org/10.1038/onc.2013.192 62.,Non-OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Viruses 2014; 6:1612- 36; PMID:24721787; http://dx.doi.org/10.3390/v6041612 64.,Non-OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
J Virol 2013; 87:5657- 68; PMID:23487455; http://dx.doi.org/10.1128/ JVI.00145-13 65.,Non-OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
PLoS Pathog 2013; 9:e1003722; PMID:24339771; http://dx.doi.org/10.1371/journal.ppat.,Non-OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
J Virol 2001; 75:9808-18; PMID:11559814; http://dx.doi.org/10.1128/JVI.75.20.9808-9818.2001 67.,Non-OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
J Biol Chem 2004; 279:18440-50; PMID:14976205; http://dx.doi.org/ 10.1074/jbc.M309494200 68.,OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
J Biol Chem 2004; 279:54581-9;PMID:15485871; http://dx.doi.org/10.1074/jbc.,OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Proc Natl Acad Sci U S A 2005; 102:105-10; PMID:15613488; http://dx.doi.org/ 10.1073/pnas.0408352102 70.,OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Cell sig- nalling: IP3 receptors channel calcium into cell death.Curr Biol 2004; 14:R933-5; PMID:15530388; http://dx.doi.org/10.1016/j.cub.2004.10.019 71.,OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Cell Death Differ 2013; 20:785-99; PMID: 23429263; http://dx.doi.org/10.1038/cdd.2013.10 72.,Non-OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
J Biol Chem 1998;273:30139-46; PMID:9804769; http://dx.doi.org/ 10.1074/jbc.273.46.30139 73.,OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
J Biol Chem 2013; 288:25340-9; PMID: 23884412; http://dx.doi.org/10.1074/jbc.M113.496570 74.,OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Cell Death Differ 2012; 19:915-25; PMID:22281706; http://dx.doi.org/ 10.1038/cdd.2011.210 75.,Non-OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Nat Chem Biol 2006; 2:543-50; PMID:16936720; http://dx.doi.org/10.1038/ nchembio814 76.,OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Antioxid Redox Signal 2012; 16:1077-87;PMID:21854214; http://dx.doi.org/10.1089/ars.,Non-OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Cell Death Dis 2013; 4:e968; PMID:24357799; http://dx.doi.org/10.1038/cddis.2013.,Non-OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
EMBO J 2011; 30:556-68; PMID: 21183955; http://dx.doi.org/10.1038/emboj.2010.346 79.,Non-OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Cell Death Differ 2012; 19:1880-91; PMID:22705852; http://dx.doi.org/ 10.1038/cdd.2012.74 80.,Non-OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Nature 2004; 431:205-11; PMID:15356634; http://dx.doi.org/ 10.1038/nature02783 81.,Non-OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Science 2010; 330:1247-51; PMID: 21030605; http://dx.doi.org/10.1126/science.,OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Cell Death Differ 2011; 18:1450-6; PMID:21475307; http://dx.doi.org/ 10.1038/cdd.2011.31 83.,Non-OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Cell 2008; 133:403-14; PMID:18455982; http://dx.doi.org/10.1016/j.cell.,OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Hum Mutat 2003; 22:183-98; PMID:12938083; http://dx.doi.org/10.1002/humu.10257 85.,OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Enzyme Res 2011; 2011:329098; PMID:21904669; http://dx.doi.org/ 10.4061/2011/329098 86.,OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Annu Rev Pathol 2009; 4:127-50; PMID:18767981; http://dx.doi.org/ 10.1146/annurev.pathol.4.110807.092311 87.,Non-OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Cell Death Differ 2013;20:1631-43; PMID:23811847; http://dx.doi.org/ 10.1038/cdd.2013.77 88.,Non-OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
Cell Calcium 1999; 26:25-36; PMID:10892568; http://dx.doi.org/10.1054/ceca.,OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
EMBO J 2001; 20:2690-701; PMID:11387204; http://dx.doi.org/10.1093/ emboj/20.11.2690 90.,Non-OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
J Biol Chem 2014; 289:8170-81;PMID:24469450; http://dx.doi.org/10.1074/jbc.,OADS,/arxiv_data1/oa_pdf/fa/d7/kmco-01-02-956469.PMC4905193.pdf
"In yeast, Rad51, which is essential in the search for homology and in DNA strand exchange during HR, 6plays a©F/C19elix Prado *Correspondence to: F /C19elix Prado; Email: felix.prado@cabimer.es Submitted: 05/28/2014; Revised: 07/18/2014; Accepted: 07/22/2014http://dx.doi.org/10.4161/23723548.2014.957039 This is an Open Access article distributed under the terms of the Creative Commons Attribution-Non-Commercial License (http://creativecommons.org/licenses/by-nc/3.0/), which permits unrestricted non-commercial use,distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/71/08/kmco-01-02-957039.PMC4905194.pdf
Mol Cell 2010; 40:179-204; PMID:20965415; http://dx.doi.org/10.1016/j.molcel.2010.09.019 2.,OADS,/arxiv_data1/oa_pdf/71/08/kmco-01-02-957039.PMC4905194.pdf
Nat Rev Mol Cell Biol 2005; 6:943-53.; PMID:16341080; http://dx.doi.org/10.1038/ nrm1781 3.,OADS,/arxiv_data1/oa_pdf/71/08/kmco-01-02-957039.PMC4905194.pdf
J Mol Biol 1968; 31:291-304; PMID:4865486; http://dx.doi.org/10.1016/ 0022-2836(68)90445-2 4.,OADS,/arxiv_data1/oa_pdf/71/08/kmco-01-02-957039.PMC4905194.pdf
J Mol Biol 1974; 87:103-19; PMID:4610149; http://dx.doi.org/10.1016/ 0022-2836(74)90563-4 5.,OADS,/arxiv_data1/oa_pdf/71/08/kmco-01-02-957039.PMC4905194.pdf
Annu Rev Biochem 2008; 77:229-57.; PMID:18275380; http://dx.doi.org/10.1146/annurev.biochem.77.061306.125255 7.,Non-OADS,/arxiv_data1/oa_pdf/71/08/kmco-01-02-957039.PMC4905194.pdf
Mol Cell Biol 2013; 33:1515-27; PMID: 23382077; http://dx.doi.org/10.1128/MCB.,Non-OADS,/arxiv_data1/oa_pdf/71/08/kmco-01-02-957039.PMC4905194.pdf
Nature 2009; 457:612-5; PMID:19079240; http://dx.doi.org/ 10.1038/nature07580 9.,Non-OADS,/arxiv_data1/oa_pdf/71/08/kmco-01-02-957039.PMC4905194.pdf
